ID	K	P	C	O	F	G	S	BIOPROJECT	Group	completeness	contamination	strain_heterogeneity	length	N50	centrality
SRR8849283_bin.24	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella tanakaei	PRJNA530971	PCOS	99.49	0.81	100.0	2373496	113763	0.98836
SRR8849283_bin.43	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__Muribaculum	s__Muribaculum sp003150235	PRJNA530971	PCOS	97.99	1.82	16.67	3543471	20722	0.0
SRR8849284_bin.3	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Dialister	s__Dialister sp900538805	PRJNA530971	Healthy	87.56	2.11	57.14	1885924	3274	0.0
SRR8849284_bin.5	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella aerofaciens_Q	PRJNA530971	Healthy	93.79	1.61	0.0	1915925	12148	0.0
SRR8849286_bin.10	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Monoglobales	f__Monoglobaceae	g__UMGS1820	s__UMGS1820 sp900555375	PRJNA530971	Healthy	96.76	1.46	50.0	1811178	13026	0.0
SRR8849287_bin.12	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Tidjanibacter	s__Tidjanibacter inops	PRJNA530971	PCOS	96.39	0.0	0.0	2093526	81104	0.985792
SRR8849287_bin.34	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__Desulfovibrio desulfuricans_E	PRJNA530971	PCOS	92.23	0.33	50.0	2982281	5349	0.0
SRR8849287_bin.9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Eubacterium_R	s__Eubacterium_R sp900539325	PRJNA530971	PCOS	98.66	0.0	0.0	1912712	198876	0.0
SRR8849288_bin.26	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_G	s__Eubacterium_G sp000434315	PRJNA530971	PCOS	100.0	0.17	0.0	2957285	47395	0.9859055
SRR8849288_bin.9	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Stercorousia	s__Stercorousia sp001765415	PRJNA530971	PCOS	88.89	0.95	0.0	1920057	84358	0.986053
SRR8849289_bin.13	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Brotaphodocola	s__Brotaphodocola sp900770535	PRJNA530971	PCOS	96.2	0.63	0.0	3010256	54554	0.0
SRR8849289_bin.2	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Coprococcus	s__Coprococcus aceti	PRJNA530971	PCOS	99.33	0.0	0.0	2683319	84884	0.9830250625
SRR8849289_bin.5	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira sp000437735	PRJNA530971	PCOS	99.31	0.0	0.0	2799095	67479	0.9841336428571429
SRR8849290_bin.1	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Butyricimonas	s__Butyricimonas virosa	PRJNA530971	PCOS	98.91	0.0	0.0	4298410	76501	0.9814723333333334
SRR8849290_bin.10	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Coprobacillus	s__Coprobacillus cateniformis	PRJNA530971	PCOS	100.0	2.83	0.0	3644930	66183	0.0
SRR8849290_bin.19	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Megasphaeraceae	g__Caecibacter	s__Caecibacter hominis	PRJNA530971	PCOS	99.4	1.8	66.67	2364026	27129	0.0
SRR8849290_bin.23	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eisenbergiella	s__Eisenbergiella tayi	PRJNA530971	PCOS	97.97	4.31	0.0	7010764	67224	0.9833
SRR8849290_bin.28	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Otoolea	s__Otoolea saccharolyticum_A	PRJNA530971	PCOS	88.45	0.84	0.0	2478509	7904	0.0
SRR8849290_bin.29	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Alitiscatomonas	s__Alitiscatomonas aceti	PRJNA530971	PCOS	95.57	0.0	0.0	2641177	20115	0.9831253333333333
SRR9330774_bin.11	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Ruminococcus_B	s__Ruminococcus_B gnavus	PRJNA549764	PCOS	97.53	0.83	50.0	2446246	17571	0.9770960000000001
SRR9330774_bin.13	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Sutterella	s__Sutterella merdavium	PRJNA549764	PCOS	97.38	1.28	33.33	2389158	57539	0.0
SRR9330774_bin.2	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Lawsonibacter	s__Lawsonibacter asaccharolyticus	PRJNA549764	PCOS	95.97	0.36	50.0	2408101	20976	0.987374
SRR9330774_bin.4	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola faecigallinarum	PRJNA549764	PCOS	95.64	0.5	0.0	3255955	46803	0.0
SRR9330774_bin.7	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella atypica	PRJNA549764	PCOS	94.95	1.1	50.0	1709772	15604	0.0
SRR9330775_bin.15	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Duodenibacillus	s__Duodenibacillus intestinavium	PRJNA549764	PCOS	98.75	0.62	0.0	2203240	59194	0.979198
SRR9330775_bin.16	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__Odoribacter splanchnicus	PRJNA549764	PCOS	98.92	0.0	0.0	3851988	35734	0.9837296666666667
SRR9330775_bin.23	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-177	s__CAG-177 sp003538135	PRJNA549764	PCOS	97.05	0.0	0.0	2229312	68726	0.0
SRR9330775_bin.4	d__Bacteria	p__Desulfobacterota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Bilophila	s__Bilophila wadsworthia	PRJNA549764	PCOS	100.0	0.0	0.0	4316992	54905	0.9842031052631577
SRR9330776_bin.17	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Butyricimonas	s__Butyricimonas hominis	PRJNA549764	Healthy	80.25	3.32	36.36	3906159	5183	0.0
SRR9330776_bin.9	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides stercoris	PRJNA549764	Healthy	94.9	1.18	50.0	3639588	23980	0.9864660000000001
SRR9330777_bin.13	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Sutterella	s__Sutterella wadsworthensis	PRJNA549764	Healthy	100.0	0.0	0.0	2788226	66527	0.97845
SRR9330777_bin.17	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Hominicoprocola	s__Hominicoprocola sp003522105	PRJNA549764	Healthy	84.94	0.89	0.0	1452723	8596	0.0
SRR9330777_bin.20	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	s__Paraprevotella clara	PRJNA549764	Healthy	99.26	0.0	0.0	3618811	67686	0.9756437
SRR9330777_bin.23	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__Roseburia intestinalis	PRJNA549764	Healthy	96.78	0.36	0.0	3157632	44858	0.9861213999999999
SRR9330778_bin.16	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Parasutterella	s__Parasutterella excrementihominis	PRJNA549764	Healthy	100.0	0.0	0.0	2470047	66018	0.9781375
SRR9330778_bin.17	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-217	s__CAG-217 sp000436335	PRJNA549764	Healthy	97.32	0.0	0.0	1870142	170283	0.9720818750000001
SRR9330778_bin.2	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter faecis	PRJNA549764	Healthy	97.75	0.97	0.0	2776894	68634	0.9823012857142857
SRR9330778_bin.4	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Dialisteraceae	g__Dialister	s__Dialister invisus	PRJNA549764	Healthy	94.62	1.98	75.0	1632220	17070	0.9703627499999999
SRR9330778_bin.6	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes sp900541585	PRJNA549764	Healthy	98.03	0.48	100.0	3104874	106872	0.984811
SRR9330779_bin.12	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Mesosutterella	s__Mesosutterella multiformis	PRJNA549764	Healthy	98.12	0.0	0.0	2334449	47681	0.9851302857142857
SRR9330779_bin.26	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__Negativibacillus massiliensis	PRJNA549764	Healthy	98.21	1.34	0.0	2377813	32831	0.9722963333333334
SRR9330779_bin.28	d__Bacteria	p__Cyanobacteriota	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Zag111	s__Zag111 sp905215335	PRJNA549764	Healthy	87.18	1.14	0.0	2140180	76873	0.0
SRR9330779_bin.29	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcus_E	s__Ruminococcus_E intestinalis	PRJNA549764	Healthy	98.66	0.34	0.0	2156055	32716	0.9788275999999998
SRR9330779_bin.3	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes_A	s__Alistipes_A hominis	PRJNA549764	Healthy	97.6	0.12	0.0	2595467	18087	0.9856795999999999
SRR9330779_bin.31	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes montrealensis	PRJNA549764	Healthy	100.0	0.48	0.0	3655520	145773	0.979956
SRR9330779_bin.5	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster sp000431375	PRJNA549764	Healthy	99.37	0.63	0.0	3130583	54286	0.9891202857142858
SRR9330780_bin.18	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium	s__Phascolarctobacterium faecium	PRJNA549764	PCOS	99.38	0.95	0.0	2151292	30134	0.9852947857142856
SRR9330780_bin.23	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides clarus	PRJNA549764	PCOS	95.9	0.0	0.0	3697340	57759	0.9870663333333334
SRR9330782_bin.11	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Coprococcus	s__Coprococcus eutactus	PRJNA549764	PCOS	97.32	0.0	0.0	2784832	37456	0.985569
SRR9330782_bin.14	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__Borkfalkia	s__Borkfalkia sp944359365	PRJNA549764	PCOS	95.56	0.05	0.0	2214458	29262	0.0
SRR9330782_bin.15	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Huintestinicola	s__Huintestinicola butyrica	PRJNA549764	PCOS	96.64	0.0	0.0	2687643	19055	0.0
SRR9330783_bin.14	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	s__Paraprevotella xylaniphila	PRJNA549764	PCOS	98.92	0.0	0.0	3474227	65137	0.9859285
SRR9330783_bin.2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Butyricimonas	s__Butyricimonas sp019423345	PRJNA549764	PCOS	80.46	1.08	0.0	2912743	5193	0.0
SRR9330783_bin.3	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A mortiferum	PRJNA549764	PCOS	98.88	1.24	50.0	2517909	32128	0.9842044999999999
SRR9330784_bin.19	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Coprobacteraceae	g__Coprobacter	s__Coprobacter fastidiosus	PRJNA549764	Healthy	94.15	0.19	0.0	3097644	21454	0.97522
SRR9330784_bin.3	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes finegoldii	PRJNA549764	Healthy	99.35	0.0	0.0	3125812	117200	0.9812582857142856
SRR9330786_bin.2	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Sutterella	s__Sutterella sp900762445	PRJNA549764	Healthy	89.75	1.28	0.0	1815578	5310	0.0
SRR9330786_bin.8	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides thetaiotaomicron	PRJNA549764	Healthy	90.38	0.49	100.0	5242664	86658	0.979981
SRR9330787_bin.4	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Sutterella	s__Sutterella sp905206365	PRJNA549764	Healthy	95.45	1.24	0.0	2133232	6969	0.0
SRR9330788_bin.15	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides salyersiae	PRJNA549764	Healthy	96.42	0.74	50.0	4846275	44538	0.0
SRR9330788_bin.24	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium duncaniae	PRJNA549764	Healthy	93.82	1.4	100.0	2177637	19529	0.9738103333333333
SRR9330788_bin.5	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter sp900543445	PRJNA549764	Healthy	93.37	0.63	33.33	2280094	22635	0.9791226
SRR9330790_bin.11	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Acidaminococcus	s__Acidaminococcus intestini	PRJNA549764	Healthy	99.4	0.0	0.0	2061576	47735	0.0
SRR9330790_bin.31	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__UMGS911	s__UMGS911 sp900545935	PRJNA549764	Healthy	87.75	1.34	50.0	2073367	10658	0.0
SRR9330790_bin.5	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__Acetatifactor intestinalis	PRJNA549764	Healthy	93.64	1.21	0.0	2589811	15173	0.9776367142857143
SRR9330790_bin.8	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes_A	s__Alistipes_A indistinctus	PRJNA549764	Healthy	99.52	0.0	0.0	2638962	63217	0.9849220000000001
SRR9330791_bin.14	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__Acetatifactor acetigignens	PRJNA549764	Healthy	97.27	1.06	33.33	3141104	18726	0.9809424615384614
SRR9330791_bin.26	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter lactaris	PRJNA549764	Healthy	98.25	0.0	0.0	2211949	26749	0.98817275
SRR9330791_bin.35	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes_A	s__Alistipes_A ihumii	PRJNA549764	Healthy	99.52	0.0	0.0	2536356	44764	0.9832335
SRR9330791_bin.4	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-170	s__CAG-170 sp000432135	PRJNA549764	Healthy	93.29	0.67	0.0	2566502	25378	0.9767277999999999
SRR9330791_bin.7	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103 sp900757655	PRJNA549764	Healthy	92.71	0.0	0.0	1886542	50681	0.98052775
SRR9330792_bin.12	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella sp900757715	PRJNA549764	Healthy	100.0	0.0	0.0	2063312	140861	0.0
SRR9330792_bin.7	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides goldsteinii	PRJNA549764	Healthy	98.15	0.19	100.0	6173531	82734	0.959546
SRR9330793_bin.2	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__URXU01	s__URXU01 sp900541915	PRJNA549764	Healthy	100.0	1.2	0.0	1991053	84504	0.0
SRR9330794_bin.15	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Comamonas	s__Comamonas kerstersii	PRJNA549764	PCOS	82.34	2.06	8.33	2972215	4901	0.0
SRR9330795_bin.8	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus thermophilus	PRJNA549764	PCOS	98.22	0.58	50.0	1605176	15369	0.983863
SRR9330795_bin.9	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Clostridium_A	s__Clostridium_A leptum	PRJNA549764	PCOS	99.33	0.0	0.0	2790675	111490	0.9828215
SRR9330798_bin.3	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Duodenibacillus	s__Duodenibacillus intestinigallinarum	PRJNA549764	PCOS	96.88	0.62	0.0	2076235	43546	0.9818216666666667
SRR9330799_bin.4	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Anaerotignaceae	g__Anaerotignum	s__Anaerotignum sp001304995	PRJNA549764	PCOS	97.32	0.0	0.0	2635975	66191	0.0
SRR9330800_bin.15	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Sutterella	s__Sutterella wadsworthensis_A	PRJNA549764	PCOS	100.0	0.62	0.0	2447046	36950	0.98571825
SRR9330800_bin.19	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium	s__Phascolarctobacterium sp900544795	PRJNA549764	PCOS	85.72	2.18	15.38	1690201	3875	0.0
SRR9330801_bin.12	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella stercorea	PRJNA549764	PCOS	98.33	0.0	0.0	2774711	22499	0.9693440000000001
SRR9330801_bin.2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius_A	PRJNA549764	PCOS	98.51	0.0	0.0	4110867	45495	0.9776545
